num_of_morning_visits,num_of_evening_visits,num_of_afternoon_visits,num_of_visits_in_weekdays,num_of_visits_in_weekends,business_id
3,7,15,19,6,"_nQnUYy6-eBNYgQ0dyNnsg"
4,9,12,18,7,"5RXPxvBSML-0yQveVjY8Lg"
1,13,20,20,14,"q2nsXRFme__jIuu_Nrye2g"
6,9,9,15,9,"3NQ8_b-aQw9tpgg1yytfYg"
1,2,6,7,2,"KAJSVDeMI5bbU_OB_BzkMQ"
0,7,5,6,6,"3ojGEFVvMY2WYk_xhmRjHw"
42,129,229,294,106,"AB7oEY5ACn0JUfD114hcow"
0,7,3,7,3,"VIk1kLibvGIIDW5AU8pPPA"
0,2,1,2,1,"mP4FhqOVm26rnJolERsBlg"
179,161,178,383,135,"J_3Z0OhfTe90vCG1ThaK_g"
11,64,59,104,30,"8T_vEG6AoAYOCDw5W8Pi7w"
25,179,107,211,100,"q35bospqfYhJfMsqE79NvA"
7,3,3,9,4,"KTAQQKnft5CBMd2pW-xbBw"
0,2,2,1,3,"VYOndX7TKmJwbMolmmOqJw"
6,8,11,21,4,"HbPDFR_ZYE7BDklaPQnqVA"
41,25,19,68,17,"R1k77fVbXufS6LFRDevinA"
5,2,3,7,3,"-aKtF9AKqXidntZFUQ0Rig"
45,45,40,104,26,"lNutwCfc38nCfYkkSDB8lg"
8,15,24,36,11,"iA-7EVb0iL9_3sM5FYWcuw"
59,668,321,801,247,"keV-NU5jaemf9L_7HDX-OA"
32,9,21,34,28,"Otwy9c1mlImnAWw0SSV1Jg"
5,6,14,18,7,"y3iWe6OGKteJP2XIeBw9xw"
9,18,8,19,16,"qShCv-KNgCqYYKfGwXgyBA"
44,35,81,114,46,"CPVipBqeuxWt8UzskKnDWg"
149,171,273,428,165,"K6GtF1UpU49Oe3JhCtLuwg"
12,15,16,32,11,"dCQgoWBmRPxUL0624yIdzg"
5,13,2,14,6,"51Yp5heCr8QHlZXBjeWzkg"
1,0,6,5,2,"8gii5buZod8elTujOCK9Qw"
2,0,13,11,4,"Ep1GABlgFfy_L6SrMJisaQ"
13,27,23,46,17,"POEsTJBWFSSdWWR9PVLACg"
10,12,30,42,10,"BhDG97oG155mLFbvoWnyoA"
1,10,14,15,10,"vQ7s6H1LkgHPZfVc8XeWHw"
342,136,174,488,164,"mBGzE7gsSwsnVSAhsdvSJQ"
6,2,5,11,2,"yVSDxNFPE6jiJJHdAxD7Ew"
14,3,12,23,6,"w-oT9vw9y1Y0Jd5Df-J_ng"
2,7,3,5,7,"_XBbMvsOL2evHkQROD9zBg"
4,0,4,7,1,"xRtjUfrsIkHaT-waDvx3ZQ"
37,140,150,229,98,"QV4w8wwDUTAmEsa-lCt7GQ"
0,7,1,3,5,"e5s9P8dnw_EiifwsH5D1tg"
10,31,24,35,30,"8CW8_S_wdUJ-bSJ0pg6RiA"
18,674,26,521,197,"1bJjWGYip-V2PGj4VIwbiQ"
6,20,20,32,14,"d-iWjHjrEnBREyjArQZ1hQ"
24,52,71,104,43,"8hHoyyZIsWlQf8X3tYa-4g"
7,6,5,13,5,"MlzFZFBm6xhW_eHTTEM3uA"
1,3,4,6,2,"sri5MjmgNtwCEDP627F03w"
1,13,7,11,10,"8WNAIF-iaObqdQkshWVnUQ"
4,31,20,37,18,"q5ZoC_dCzS9fkf01v_nCTQ"
3,0,2,4,1,"3QuwTa_HdeESCtXsTgbD6Q"
18,4,19,37,4,"9g5q367FxbZCEMoa1TkXQw"
5,37,16,47,11,"22xuKtFKYUXhTbIjkxGFQw"
10,6,12,20,8,"9ge-pnhklG8ZUQP3FjIf1A"
5,2,0,6,1,"AHLfNFH_5hOXD1jYFJULFQ"
3,0,3,6,0,"sZ2vDfComr7Z8Gab74flWw"
0,7,2,8,1,"Y9KgAxLyr6zm91RSCbVvaw"
32,607,36,507,168,"TuarWzZ4ITf3H7vkPrz-Kw"
11,9,17,23,14,"zxo9nZwhlW1ZM7OUJP_1ag"
16,40,48,75,29,"0xhTt6jw8O5kD7aG5-KmcQ"
2,0,5,6,1,"Z8X8837sdDUYwJmUt229ng"
200,352,466,767,251,"A_2dYHS7vpGqt21su1k_Cg"
9,10,7,16,10,"Jsaz9wVIH51GWkX712XilQ"
2,4,8,6,8,"K8cDNPcdJLQ3oGvPm29czQ"
34,132,131,205,92,"QGHd9Kg-uKPzrpNeOFwmFA"
63,12,34,75,34,"WLxAjH3v48ZLkxo3cZDzIA"
15,27,19,41,20,"GrhM34dlbFI5ZAUFQDqKDg"
2,7,21,18,12,"reb4YA9Vqw6Xm1PBQyuKHA"
4,0,6,9,1,"AWJgaGmK4aIy_PIuTYKjJA"
29,398,194,458,163,"TwxHMCcRdF_CQb_EZ6kPQQ"
129,171,70,255,115,"6RGD8kxrLwW1PztxZIPXlQ"
0,1,4,4,1,"djAf7dwI2OnwLNb3cB_ZYQ"
0,1,2,2,1,"xkDRS3fnMgiYY-CVfRtJIw"
0,2,7,6,3,"HZ18PR5eqzSNmpPDc2S07w"
100,79,76,181,74,"_rAgu8ndIJ1HoJuueAd8Jw"
9,66,8,58,25,"uW9uoAl4bHoSyP1xacjbDA"
4,20,14,29,9,"H--0T0k-AjKJAQsN3X74Fw"
4,0,4,5,3,"lMcfn2FjAACEM8GxB3rhdA"
28,59,111,153,45,"5Q4ijCmJHfOXakelsovd_Q"
4,12,15,26,5,"1thjScAbQ6ckY2bDkX8KXQ"
0,2,3,4,1,"gS-jxFgg5w0N5zdt7QBXiQ"
3,6,2,6,5,"YIMRXvVJMI2RYMFDJgjTyA"
2814,4396,3240,7212,3238,"u9wjRhUjySkHPa_hG3kFOg"
551,94,409,854,200,"A5H0zkR0GqE5NQLGjTBzDQ"
37,11,91,100,39,"On4td0EA1SASDkBe2HU-JQ"
1,1,2,4,0,"KGcDygqW0zrN8HAkSKt4cA"
0,10,27,31,6,"yP23rR1T5Q3Z33mol141eg"
259,207,112,390,188,"X4CnrlflZBDMRzSPWfMBaQ"
1,6,6,9,4,"gwWbtAL_v6MdAnDRvWjGpw"
121,309,181,431,180,"Vk2lc81v4_iO54GzT_fLmw"
30,117,151,224,74,"xqECECmAwrtFPUn-OXCAMw"
64,48,5,83,34,"_AtU1W9qnTHHtLTPGKxc9Q"
2,9,11,12,10,"Se_Nu5gGTQwGMfLEtImU2w"
1217,1648,732,2437,1160,"tqu42L0qXzkvYKSruOz0IA"
1,0,6,6,1,"paG8mAT4Sa7TXtFGmHzh6Q"
2,2,3,6,1,"Voeh8ZI_t7Cy57jTQiW1ZA"
8,19,11,30,8,"cjdVDLfbvL88JOGwCpLyvg"
18,11,52,63,18,"9WAKh5cmbW6WKBb4Nr44Rw"
31,121,127,196,83,"JSuzEURjXIr0G8WrECZIoA"
48,67,61,118,58,"NavcBip2CJFK1yEjnu3HFA"
16,30,34,58,22,"vYtBbz7_vUMEbxOL-I9zlw"
91,26,32,105,44,"oKWSszuFjEgpD-DE-FMHuw"
36,12,27,56,19,"-IzkHKp_CT972XISZJiuVQ"
1,1,1,3,0,"jLjs3698_iSxcUL0ztgU_A"
627,701,513,1325,516,"Zf7fMSe7yuW727JyikdBsg"
11,8,15,26,8,"ZtEO9Whyg6hROQvgMw6NXA"
8,17,28,38,15,"m6l-NYfSXe1nqxZShVstIg"
5,4,9,13,5,"FTQ1hm8-24_7ou2ILWEyEw"
0,7,5,6,6,"OlXLY70GqfNQ9RzWRE9o1w"
1,2,3,3,3,"RQs1PbjzqdesifoKWJlIZQ"
25,27,15,56,11,"jyx1FtmYIWtpjfatfDfYBg"
4,0,3,7,0,"sHLYym8iLl6e38H8z0hbwQ"
18,22,40,53,27,"GjEV7-1f0z4DnrGneGyw7g"
4,16,19,22,17,"l5ciszJOgqEuvAtxkT8IFg"
0,1,5,5,1,"Sxe0iCtlNg-oIMbTjymC9Q"
27,78,86,138,53,"RxKroPavD49S_26WXDhJaQ"
10,0,4,9,5,"-w07hAaSh3o0Wt_ukODrpw"
4,7,2,7,6,"yMykb7cOFo6zcCPIgP2VXg"
1,1,3,4,1,"XyJx73DTXFxppEn8rTSPyQ"
13,17,31,45,16,"x4Ui_54Vrr2byG_dzDlBdg"
7,7,1,10,5,"yKhHtv91PZbezitpHhGJPw"
33,56,27,75,41,"lWntQVlUr9MnRkqIes_aPg"
2,1,1,3,1,"iNdSd7gmMfpmX29IGcxt_Q"
0,3,3,4,2,"UQqFRQ0qk8MKX1Z_yaS7ig"
2,5,18,22,3,"8CRE0NPTyc99Bt8XP3Qr2g"
14,39,57,81,29,"oZsWYLfvLBJoonvxObDWtw"
4,21,27,41,11,"1KhQP60LT03BXWaeXejA6g"
54,133,104,201,90,"saFnWb7pjH6OQRPOcWUEfA"
0,2,1,3,0,"sTYVn-UblwI6P-bwDvcvRw"
13,12,6,25,6,"28Kd8z3d8-H0TrsJZj8Gig"
316,268,237,565,256,"PPwJTT-eLjapipmyQSgi9A"
5,7,6,13,5,"LyOUCjcxSc6zoHTB_6-sSA"
297,952,1229,1652,826,"ZgWUM594Yqk52IvBgoIrdA"
60,74,19,106,47,"mmkdzTilURq0hZNwHTDuxQ"
9,21,38,51,17,"O09jXZxh7L2PMC12i6Mt4g"
0,6,4,10,0,"28tKkSG536JWTbYpUSsBeQ"
621,69,27,410,307,"P3z-tSjqJRMJPQ9fx_5MSQ"
5,19,13,29,8,"cROYOCM-WgpajIaG_E5s3g"
2,6,9,9,8,"gdBzRx0s3iKAXPZ8-t-cKQ"
3,0,3,5,1,"pB8mMZXcTwWAn53Ce2ldpQ"
9,3,10,12,10,"J3e6DsmiuHpBb9i5GzKaig"
65,152,13,182,48,"YxN8TC0rCVr_1EkpnKsaAw"
7,12,13,25,7,"YGB2_7pjgxE65j3AiMJ4SA"
220,253,190,444,219,"YQUi5zzpACd0tgGQtcKyYg"
0,3,4,5,2,"VbQN_S3MCxgKR4pJl7dz3Q"
32,160,83,206,69,"rvlKqYNBiLYOeAfb158KAA"
6,387,2,319,76,"8Z3jgKCdfp57PvT1AFOWtg"
3,11,16,24,6,"3T-kSwIj0e6uRAArp8khxg"
1,2,1,3,1,"ImlcAH8NDnF5pPkcoTjZcw"
3,7,14,24,0,"HnXiV02OGl1FHTyuhU8sLA"
23,34,32,64,25,"objtwN6N5W2lvOzkFxfyaA"
6,47,4,37,20,"4uuQIYWBqOGOAmU_E6R2bQ"
5,4,6,9,6,"R-ou0-CBDtkatvTuBHl4mQ"
1,0,2,2,1,"KII5y5iWf7qbNzVlrVLa8A"
31,50,8,68,21,"7ZRYDdUImigpDvDy1xQ8-Q"
1,2,2,4,1,"zNPQWgZU0-Qd1JHC2HHJJQ"
2,2,7,7,4,"eTIKz_zJ-cUiRifKzOAEgQ"
16,10,14,30,10,"0wVyfmSnMGQ91p_htNMKqg"
0,2,5,7,0,"vLEKoS38pwCXkeI2cTnDng"
6,8,3,14,3,"eL_V5IHOmzS20driM_23yA"
8,34,22,42,22,"INRo-traxk5P05-Q9JLr8w"
1,10,12,21,2,"lmSCFowI95hxc1E1Ald14Q"
68,225,162,321,134,"JkuXXDySMl5fF0hwmLxNCA"
57,213,113,258,125,"HT-3izSFU8ZMazvSqrADyw"
112,271,33,295,121,"VcgYPX95J6_mfrEopzR0Zw"
39,778,66,657,226,"Ensu96ecI0OReupNS2x7ig"
53,285,159,364,133,"xhh72bIFefOaAxsj4vJJaA"
20,36,30,56,30,"1ZzAk-yucZfq_Msv4-lHUw"
21,68,45,82,52,"sHfW_zUTuJgx4w8NOUk-mA"
2,10,21,19,14,"JStWtGSBqd4Q3cztXUfiQA"
7,26,27,45,15,"2Ju9HrZA8DcV2iEzhUfhnw"
36,29,10,51,24,"rGMP-8WASeorhUEHboVL5g"
2,3,0,2,3,"1qTt_LcXVJ6b_5OXvnDLTg"
1,3,1,3,2,"gEAEfWOtYe5W7otJhqBYCA"
8,0,15,19,4,"6EKUOY0kaOIVuHjhb7Cd8w"
35,29,18,48,34,"KlxZxJR_c06suleaDfxhYg"
2,4,2,7,1,"yoajwCXUEaVtZ3PmQqEuBg"
8,54,7,58,11,"Y3yvG4fGfOR0iJkGuM-NDQ"
6,0,1,5,2,"76t_NE9GQthoryLZgDyxGg"
8,159,12,119,60,"uCFoGYwwjXqsRdmD8Ecskw"
11,99,15,92,33,"wQgdpcqcA0HgDVZvrOk7Yw"
3,2,0,3,2,"yrFVH5V2WqFGh_nY1mQs4A"
1,2,2,3,2,"bBa-yhJhur5jNlP1BwtrwA"
49,353,204,431,175,"Ug97walz3YLxPMrpkktsFg"
9,6,6,14,7,"ve44KE36I0hAVItl25IWOw"
6,7,3,9,7,"mGqNm8kEq4ZVB1fKLMzImg"
14,3,13,26,4,"WxZ6sKV4fbsu8EbvbZXgEA"
14,0,7,17,4,"RrRSf3QfzCo7vjRH5OKKZw"
10,13,16,27,12,"lMhA27o63QiZIt-G7cXvOA"
1,3,2,5,1,"Pi9EcYGuqNqidxbiqLAI4A"
61,11,11,60,23,"wRFhkF1rBgybxvA-0Nc-rQ"
0,54,12,49,17,"VVKXPSgU3KeLxrXVPYwStw"
29,29,13,52,19,"XYpzV6VWQpq6fP0Dmu4PhA"
65,73,84,147,75,"SSbId_gHGjtXWnObc_S0nw"
10,340,26,275,101,"8_HGHlHsNdCnTsLQYHteAw"
2,4,7,8,5,"B3YOCh_-SyetI_BQ_ioBrw"
18,11,9,23,15,"e2YAkS0ASRF9ByEAWpDXWA"
3,3,11,15,2,"2cY_0s27yChALsROKAqstw"
2,0,3,4,1,"llkZXg93qj53Vxcznm3haQ"
22,1180,32,963,271,"Z0kyK8wCBNGkkUT9UrMWcg"
34,312,204,405,145,"88CNSyeoKhGn1x0SHvz8Ig"
3,13,12,14,14,"1_N-Zw-ZNX2pjjqpuNWHHQ"
89,1,18,85,23,"LCiuBfVnv5oBPBqbyb_EyQ"
2,2,2,3,3,"-QeIJtqNsJKQxd9UQKVpRw"
4,7,9,16,4,"r_grMFEMVF5UCqfW2cMh5g"
4,4,1,7,2,"HhQPCtYP6NILk4DbBXNT5g"
147,120,103,274,96,"dimWYHJ7U21GQziojKH0xg"
100,983,638,1199,522,"jh7S78tc9oXCDjAjP_OrLw"
4,0,3,7,0,"q_w4_xV8XVPeJCtRoy70gQ"
631,407,70,738,370,"SoCQmHKJz54E09tEhmzwcQ"
24,13,11,31,17,"WPDWiQbxgVbECwEtHDma6w"
2,11,15,22,6,"7W3AV-yRqhAgABU5qJ2_xg"
2,9,13,17,7,"PxIQhJacaQPMlpgcw-ml3g"
7,0,5,10,2,"giIMTJ5Om8wRKhAQRF1RQg"
8,125,43,118,58,"AjO3sJJ_VEsN_RZZT7gUBw"
30,32,11,63,10,"Iy9edURkfPstx2s8-FWLVQ"
17,16,9,31,11,"lnip2yh0Q5qO3H8n-IOZOg"
2,0,3,4,1,"f8RVv5lQxuC8vXr0y58nbA"
41,84,100,158,67,"1zXOyqvXGIf-S7vUhNk0pg"
18,15,16,36,13,"jbHkdeferHxoG1P2LVvYkw"
5,17,26,31,17,"5qjymvfMcJCwRmSEyjymgw"
22,197,105,228,96,"LcBWyVrCN49IOvkAPNPmZA"
324,365,250,674,265,"bQXzuRIQNKGxe0Py-CLDYA"
53,31,27,78,33,"1MV1NiYK-AbmEwRGR8n1pQ"
149,380,705,905,329,"dILQ1N215cBYHseT0x7WHg"
3,2,5,7,3,"Qbjhw7sAzOlnyrt7wH99xw"
3,10,7,14,6,"oNLZi_gWdn-8WehMI5Jzvw"
29,433,155,465,152,"6hNibPMNEcMhPRfQuRwjyg"
1,0,3,2,2,"PNlZ5YrAAEKrFMFY4WhBSw"
7,20,21,33,15,"ZVmZaTHC5bBlA9ihtBDlww"
3,0,3,5,1,"sgKAI7gP0VDdPJGT3XkSSg"
118,509,293,657,263,"sxRI0je6hAR-MeBDxdyhug"
25,247,156,288,140,"DKY2be7dDX2CT_WB_Dk4pQ"
1,5,6,9,3,"aPvOFfVgfbNYkiTSjvC5xg"
5,17,10,19,13,"XWgur3BY0odC8poiDO4XIg"
5,14,24,34,9,"jfVXjlwOqFO-w8jB2Wldow"
299,67,2,223,145,"YKIXci1nyBUiaF7pdJppuA"
3,7,20,25,5,"L2Xw6ogv6iIbQ0RlbAWDdA"
2,3,0,4,1,"3hif2KK6jYTQXr0HNspakg"
6,8,9,15,8,"EHSvZITd6OI5amlB3drdsw"
4,4,14,15,7,"B8vi1cCbjqLYAjZbKAvFrg"
0,9,4,8,5,"0gc9CDHaI4EvqI9A9H3Xug"
44,209,326,419,160,"MWkIQNT5ewKwMfKbixgb6Q"
80,1038,118,940,296,"APe_0I6DqbNQonSlEkMSEQ"
20,14,12,30,16,"WItRLuH8Np_btPnoGaF5XA"
115,73,58,176,70,"elGcsECAy3QNE5OLWdOuKA"
4,7,5,11,5,"sGstzj6ALoyvzjTHo6umtw"
1,0,2,1,2,"IcAk0BvR8xcE8xnLpbdOvQ"
14,26,51,71,20,"DVppg4NQceZw7b4KMyj2Ng"
618,381,259,885,373,"3rwM9fPYPk9qDkEBOhyHbg"
39,48,11,65,33,"kcJqMyMDkBVf6SJ8IAaKzw"
2,0,3,5,0,"vKSK5gdLMPW8wjblZlGtZA"
6,13,13,20,12,"SVDLDELOyuHjVlN44VzWKg"
2,20,14,27,9,"n_iEzNxvc1d-Rg9u_NbaTA"
5,4,2,8,3,"f1BWQ1BgJEXr232QY2kPtw"
1,13,9,18,5,"qeP2nIq3TCmhWFaFvaPtWA"
5,23,25,35,18,"jiSFy_VannfCVBQ6aEG5bA"
2,1,1,4,0,"q_mmXH8RCp36DzIi3XD95w"
4,8,1,7,6,"YfQVHk4TyQnL22KPaxirNQ"
154,758,280,856,336,"ASOiJ8MmbBTgK2D1_MQrqg"
33,13,36,54,28,"5PPZZq8-A96Fm3rZvP6fcQ"
46,53,43,93,49,"vatQxYdavMtBS_FOuaaaBQ"
56,34,41,96,35,"nVLsy1lSRoNkV8lFYVa-IA"
0,0,6,5,1,"zJ7O8Ef67apWQENUgVpxNA"
77,48,11,38,98,"H85JlwV81011yqCDL9qo1g"
45,44,50,103,36,"lN5Y3gkkW2ISs5ofQNl7TA"
11,7,16,29,5,"FzlbqbqxdB8vSptfvGww1g"
5,6,7,17,1,"0Dy8MWr2Yia1Wu9OhndilQ"
351,163,55,73,496,"kXBtZZuut8sPMID4Q-0qEg"
2,9,7,14,4,"R0-v-FpOua6lZQV0yGw7rg"
3,0,4,5,2,"7oW2IU-kWd5Gf6cXtm7Vbg"
6,55,15,52,24,"3aOBodth4gjrWeOdQhrV2g"
4,0,2,4,2,"CAsgqS72DQkZxMNzuAzRXg"
27,12,4,39,4,"9NpFn9VkYn_yDWYxL4ohXA"
1,8,15,21,3,"xY-MEKZ9_z39vJGyzdzWgA"
31,23,11,48,17,"_glQVZL5q3DS0zSbZt5DgA"
6,2,4,7,5,"p7pJGlRlu67kHmlozLOo9Q"
1,1,1,3,0,"uTRgNh3iYMPuwpIYQL5KbA"
14,6,9,24,5,"XvbzzYK4Yu-9jnGf6f0syg"
1,6,7,10,4,"_SdixbXjvpCIMln7_sgDfg"
6,9,9,16,8,"GA-kTDRU4CAKpF2M50RiLg"
40,24,28,67,25,"tzej7m3zW7PS-1kK9Txipg"
5,0,11,13,3,"8xH3A2heV5oIFn3EXu7AcA"
0,6,3,7,2,"uEWmxUPrGqhAzTWWYiK1XA"
1,3,0,4,0,"M-blqftfBRfOX0V4lJl8zw"
5,10,11,20,6,"NNGAotTDCNT0qkltmNii8w"
494,602,287,970,413,"Z8DIFc3QRgkoQ-IP9UeJ_g"
17,20,12,36,13,"At6KbwoLYdXtl3UAAb66mg"
1,12,8,18,3,"qx3ffZQonHYtttXaWd9Z5Q"
23,5,64,72,20,"kxAQStRhLvv8fM02OlAZxg"
4,2,6,7,5,"3GMzzZESUYcScvHeMtrpHQ"
1,0,2,2,1,"cvuqmLFFVCY6nJUYWuJxfA"
65,30,59,120,34,"dD4-NJBV9DtGApipWwoMTA"
2,1,9,6,6,"mL_In3J0Oku5M4JYtPESOg"
4,481,66,406,145,"wMRx5hvL9_739HYiFLw6Hw"
70,704,360,791,343,"0HEy3L3_pVscARQ-ogen9w"
10,291,111,298,114,"GircILJUZdJ2X1Uq7a3mbg"
17,117,83,159,58,"Bpp8unXZmbyxSZS7D93Jog"
47,14,125,146,40,"Pg7Pa4GZvsk80KCcVLJC9A"
6,1,8,14,1,"ukj0tiDYW6g_Pi5uW5Jayw"
4,9,16,26,3,"Q85J7R1a3fd0ByyX83IYAQ"
14,22,42,66,12,"0CO2ByuF2ixdo6O_cvYXJg"
15,9,21,39,6,"taGXe2f4xst366zache7HQ"
34,41,12,57,30,"lYcDvjaHWf_DVZogx_FE3Q"
8,0,1,9,0,"SIAYRXDWyZIeKndmc5V1Jg"
19,1,15,28,7,"Gpx43ng1GJP9P-5WGzqeIQ"
2,6,12,12,8,"JQNEbGFTrHzc7ejbqmUf-Q"
308,29,87,339,85,"5JttbbCsaLK_OmJt30CEaw"
56,128,98,215,67,"yqnr86CE3zfCi4xx7Ibo5A"
1,5,1,5,2,"gx-J795wnTsXHNPxj2UBqw"
45,122,37,117,87,"XjZOzMFcgLCF8r2cxxJbqQ"
2,18,12,21,11,"h2f_-reAFVtDvPTTUCqmog"
84,59,29,128,44,"BgnXX6NAMzL4tXES5FAadw"
8,2,2,8,4,"lsCvfzZ_LHeWIc9O6rQVxw"
80,87,75,181,61,"JkZ8z3hE_vmn6CZS0rtphw"
36,5,23,52,12,"ipgMEUhHwBFr_6p8-0_9ow"
131,284,360,549,226,"xjvde_zuuNdqtAHK2Kof8Q"
23,11,6,31,9,"0vJyLPzV274r_wbtzpwAwQ"
438,1045,1316,1950,849,"o-0IU3bcuXnxflPo14cjUQ"
2,1,2,4,1,"6JzcpcdOQJAp1UJd1HZNLQ"
23,33,33,64,25,"CMBg7rmZcqmMR4BLJvXmuA"
12,79,83,124,50,"085Y4PZ5Ezvh6SCRzxYF0g"
3,9,6,13,5,"HFyJQDfqdZme4DyQ1Fj4OQ"
3,5,18,20,6,"4ziGP1LXWmwRWtmiuLFQ6A"
5,4,2,3,8,"sms0bUJPqyyr3YnarUifDQ"
33,68,15,88,28,"PiS3BsDZGPOjwktjckgIYA"
27,387,182,439,157,"N8NiWbLzee9EOeMnz2MOlw"
168,233,413,571,243,"75qyCqXYNvQz00cqv02HZg"
0,0,5,4,1,"8PeK-_Ymko7jFohpjQcwCg"
247,1,63,231,80,"LVrpFWJjPnoPBr89wl8Seg"
4,9,3,12,4,"6aFbHl0-w2u9nfHht5GSvQ"
10,35,19,49,15,"Zxg38gFuNAaCgeLAKx7dag"
34,109,55,149,49,"4km4jnpdVwuvXg-GUmzlrg"
33,40,14,66,21,"jDkwFKBBWPWKNNYolfAt0Q"
217,791,290,968,330,"_UsqOvmgoNzb_0xWpzwZBg"
14,2,35,41,10,"uiby-uQRHFGbGqr-dVur7g"
5,0,4,3,6,"b5AfU6gQvXxMo5_-QY4xQA"
30,129,157,220,96,"mpXeChWrq1bcRWAEgufY9w"
36,61,142,166,73,"8Eh-lPCEXfGP72gQTct-lw"
33,225,77,242,93,"8qWOhvfNgAtpjkBFSFkH_g"
19,35,60,88,26,"_W5KTvRlHdAlG6YTo_2IzQ"
6,5,3,12,2,"nGwc3SMreQDuvGYugSUVaA"
10,32,26,46,22,"xS-OHIwc_z1eI2Lq0FELCQ"
7,1,2,8,2,"zOSEfMbPy_RUzY2HpquFgw"
22,30,24,51,25,"6P3SsceAMT39CBlo0upqHQ"
2,0,2,4,0,"05j-G9yM1HN9Skc8d6lUSw"
14,0,1,11,4,"hETWudLtneu9ul4RK6Axxg"
21,18,42,61,20,"CeqGkhaXm2xeEH7ezhFe8A"
7,0,9,15,1,"LoCxRy8pScfoX5GRl0BxEQ"
11,13,20,24,20,"pcnQurAU0Ufn6XpTof2F_g"
46,46,38,90,40,"FQqmuIrt9AyUCIrOMBaLIQ"
31,34,57,92,30,"0_0XEqWPy4LizKqzC9fc8A"
111,108,50,183,86,"tTd-Nzg1cuK_QzjuDvWq-Q"
6,16,28,31,19,"oSn1-HYgHsFfdkqTDjUOAw"
4,18,26,39,9,"3hB6PUK1cwZjBaBFWV59yg"
29,42,35,77,29,"yOqCaFtw6wFm97nNhNbK7A"
28,73,17,89,29,"tH1tmaFaK3W4r9C0uFucRw"
32,81,142,186,69,"dq_OWUkusnhV-fZCT9CNsA"
6,22,26,46,8,"120UuBEued0CXtk-zAdEGg"
2,1,4,5,2,"deK8g6buyt94brMMyCAyIQ"
16,49,67,100,32,"JMVjmBxnYZzS6yvnlSZU6g"
3,76,62,108,33,"5cybURsCTS0zHH5Qbu0sDQ"
13,16,17,36,10,"64T6cR15UY0I_b9ayMiNRg"
0,0,3,2,1,"acnrFqDZrt6h7Aq6Vr0g1A"
6,4,4,8,6,"pvY2O323Vcih-BWZGe8bKg"
8,22,37,51,16,"3Ull4jO_x_rAxUujkbiq4Q"
5,95,41,89,52,"qvEjHkg1q9az0jblaNBLkg"
66,61,19,104,42,"H7EdgWJrR_nBJGRDWP2FGA"
4,5,12,19,2,"m0iuDDYKH330EuWVo1VvQA"
46,91,70,167,40,"wH8J9TI8ReocYZ3N2W04bw"
164,84,102,234,116,"fphcaoXU9ywS5t3zEqYyvA"
24,3,13,31,9,"xhdHhzWWPR0sxdwwV3YxFw"
5,1,2,6,2,"i0RdUhLHEXm2-8upFFSTTg"
89,39,52,115,65,"73kQzVMMVDxmR11VkjprUA"
4,3,7,13,1,"VK14sEdfXy9nsjm5ZSiigg"
1,17,5,18,5,"OesUajLAmzrRq-O2YXiuWA"
4,1,6,8,3,"avZwwAB-VhsO5eeXxgmu2Q"
14,1,13,22,6,"QbHabm86cWukAvrTOF7nnA"
21,7,48,55,21,"90-PxLDy9bHWU7cGamxZFw"
13,172,130,238,77,"vBaR0t974nRbvd5tg9lhYQ"
4,8,10,19,3,"ME9KAowKnJjgxDL44eOi3Q"
22,6,44,53,19,"NiWpUTgRRlsaWALyZEk-Og"
26,38,22,63,23,"tQjSboNMm00GPHbaMvMjlQ"
3,1,1,5,0,"x8dcfKOWfFCj8fRXVkwYTg"
155,114,159,120,308,"8gDzWhPqBEGv2DYLSzYmOA"
7,23,10,30,10,"blBsSQPXO5T8bWr7-pu-vQ"
1,5,3,8,1,"IaldAGbEtMRqZPZWA66-mw"
3,0,6,8,1,"O7kZdWiihQXXcEmCh0ZoGg"
7,1,5,10,3,"CXOmCzJ70yNzcwUoR8ZSpQ"
2,250,14,178,88,"Lj_3EwHHkMsbQt1Sxa5Tdw"
6,12,5,18,5,"Mf4pxZMawrMwH7YjYtD19A"
83,156,76,237,78,"9XlLE3H3j5Uv0w8V01yomQ"
116,34,99,213,36,"YkxyI2guuPcmgWFk0a0aDQ"
6,2,13,19,2,"bVrrYwZyb7lDKNYCjyPEKA"
5,4,11,18,2,"dMjgeMlsI3k4KNSpiXVsoA"
25,40,56,88,33,"yFaSIDP8FZrEKXHrLchWfg"
35,10,36,59,22,"FLEgS3ljM7Wy9mxtA9BS4w"
1,272,16,208,81,"R-3BEMIs0SfR8ilLu2vvjw"
20,1,8,21,8,"sb-LXQbi8idnmXmGxGn4jw"
24,7,20,44,7,"g1M3ct-FB9lYShELlUsVAQ"
7,19,24,41,9,"SfBHIShLosHKWWLFuDFUhQ"
2,2,4,7,1,"Vz_7d6zmbCw8fLMpJXL9QQ"
28,31,137,154,42,"YNNuQ1TfcHrs5OyTaC1QLQ"
62,43,34,93,46,"vIPDzACROxW2O3ZwR25ChQ"
75,98,150,233,90,"t40LxvK2iy9CVpGNIYc9Fw"
1,3,1,4,1,"9Hy4Y5XuRj8CDHk_YiZxiQ"
36,28,64,109,19,"Sp8uVjRoKEXEUbbysX-BFw"
51,14,47,89,23,"XJp8-62vZ3wEY8DrRXA5Vw"
